,State,Year,Enroll,Total_Revenue,Total_Expenditure,Expenditure_Per_Pupil,Population,GDP_Per_Capita,State_Tax_Collection,Income_Per_Capita,Known_Property_Crimes,Unemployment_Rate
1188,Iowa,2015,505311.0,6714410,6772654,,3118473.0,51305.0,463238000.0,45800.0,5519.0,
1189,Kansas,2015,496920.0,5991731,6175724,,2905789.0,46658.0,458306000.0,47009.0,7834.0,
1190,Kentucky,2015,688475.0,7548871,7554887,,4422057.0,38610.0,751910000.0,38504.0,12335.0,
1191,Louisiana,2015,661015.0,8448743,8437263,,4671210.999999999,44503.0,253650000.0,42835.0,61032.0,
1192,Maine,2015,176176.0,2739589,2596180,,1327787.0,38415.0,168966000.0,42875.0,3622.0,
1193,Maryland,2015,874108.0,14491642,13882823,,6000561.0,54908.0,1003588000.0,56197.0,51629.0,
1194,Massachusetts,2015,916130.0,16985185,16972319,,6794001.999999999,64592.0,2227381000.0,62755.0,,
1195,Michigan,2015,1345009.0,19025996,17742903,,9918170.0,42778.0,1185568000.0,43072.0,28931.0,
1196,Minnesota,2015,807044.0,11684249,11969872,,5483238.0,53634.0,1476629000.0,51139.0,16336.0,
1197,Mississippi,2015,490189.0,4592343,4624539,,2985297.0,31700.0,534547000.0,34804.0,9690.0,
1198,Missouri,2015,892779.0,10623391,10540353,,6072640.0,42995.0,425776000.0,42406.0,30880.0,
1199,Montana,2015,144447.0,1804339,1804841,,1028317.0,39725.0,168039000.0,42637.0,7583.0,
1200,Nebraska,2015,312281.0,4248695,4283846,,1893563.9999999998,53859.0,344477000.0,49572.0,4266.0,
1201,Nevada,2015,438948.0,4345419,4183085,,2883057.0000000005,43803.0,,43128.0,5149.0,
1202,New Hampshire,2015,183039.0,3093061,3044720,,1330134.0,50781.0,576679000.0,54543.0,77.0,
1203,New Jersey,2015,1339230.0,29335237,28809725,,8960001.0,56241.0,2579391000.0,60069.0,2943.0,
1204,New Mexico,2015,326297.0,3789651,3846641,,2082264.0000000002,41509.0,249947000.0,37938.0,7169.0,
1205,New York,2015,2631532.0,63712218,65094591,,,64573.0,,,48464.0,
1206,North Carolina,2015,1465031.0,13146934,14060699,,10041769.0,44172.0,1330223000.0,41351.0,50396.0,
1207,North Dakota,2015,106061.0,1644533,1804762,,754858.9999999999,67632.0,186039000.0,55643.0,2741.0,
1208,Ohio,2015,1600222.0,24378660,22561728,,11606027.0,47146.0,2586000.0,43803.0,40468.0,
1209,Oklahoma,2015,671715.0,6121188,6184819,,3904353.0,46447.0,388530000.0,43999.0,12346.0,
1210,Oregon,2015,570376.0,7111710,7011609,,4016537.0000000005,50058.0,621727000.0,44424.0,9922.0,
1211,Pennsylvania,2015,1589429.0,29967185,29690645,,12791124.0,50357.0,2510135000.0,49815.0,190.0,
1212,Rhode Island,2015,134574.0,2367068,2326473,,1055916.0000000002,47541.0,176336000.0,49744.0,,
1213,South Carolina,2015,737401.0,8759944,8783362,,4892423.0,36917.0,377329000.0,38802.0,78194.0,
1214,South Dakota,2015,132836.0,1415149,1464781,,854036.0,47894.0,4334000.0,47882.0,1898.0,
1215,Tennessee,2015,994530.0,9455920,9562527,,6590726.0,42803.0,1400973000.0,42156.0,40730.0,
1216,Texas,2015,5004866.0,55582029,56255791,,27454880.0,54134.0,,46787.0,122184.0,
1217,Utah,2015,573913.0,4705084,4537962,,2984917.0,44174.0,368681000.0,39775.0,16333.0,
1218,Vermont,2015,85184.0,1996795,1969415,,624455.0,43571.0,112643000.0,49002.0,196.0,
1219,Virginia,2015,1279867.0,15857524,16113212,,8366767.0,51667.0,817851000.0,52189.0,69319.0,
1220,Washington,2015,1072359.0,13709442,13630138,,7152818.0,56407.0,,53119.0,45639.0,
1221,West Virginia,2015,279565.0,3478401,3466981,,1839767.0,36461.0,188758000.0,36566.0,5309.0,
1222,Wisconsin,2015,861813.0,11637376,11553677,,5759744.000000001,47325.0,1032411000.0,46025.0,14770.0,
1223,Wyoming,2015,93867.0,1962874,1942406,,586102.0,60979.0,,56322.0,1748.0,
